name,created_at,location,statuses_count,followers_count,favourites_count,friends_count,lang,dataset
Carlo Manara,3422,1293,5165,425,437,1320,it,0
claudia torrisi,3422,1419,276,129,55,325,it,0
sara bordacconi,3422,86,1127,129,7,509,it,0
Raffaele Mattiussi,3422,1012,220,26,9,58,it,0
Antonio Parisi,3421,756,1027,94,34,195,it,0
alessandra morri,3421,165,2994,44,78,169,it,0
Maria Montalto,3421,1225,2691,192,1208,195,en,0
JO_liberagavia,3421,1305,1748,110,253,240,it,0
Federico Russo,3421,735,2460,358,10,1504,it,0
Luigi NisticÃ²,3420,726,16961,358,2626,265,it,0
Elisa Giordano,3420,439,2119,310,276,351,it,0
Marco Lovo,3418,187,4504,161,163,403,it,0
AlessandroFiorentino,3418,1202,359,28,1,150,en,0
Giulia Veronese,3418,386,590,57,2,197,it,0
Flo,3418,1177,14170,1402,2863,1042,it,0
Gemma Solari,3418,1004,312,76,4,275,it,0
Biagio Leone,3417,127,922,87,26,302,it,0
Carlo Amenta,3417,888,9665,730,122,1059,it,0
Ornella Roccuzzo,3417,1524,19361,474,14497,389,it,0
FABIO V.,3417,1403,8694,349,15,507,it,0
Gianni Fiorentino,3416,100,393,53,31,356,it,0
Lionheart.,3416,234,1425,145,3622,213,it,0
Andrea Mammone,3415,648,1178,173,2,114,en,0
Davide Ambrosino,3415,985,1010,182,205,300,it,0
silvio di belardino,3415,198,347,49,10,287,it,0
Benni ,3415,568,17,22,2,59,it,0
Laura Solinas,3415,163,163,59,8,128,it,0
Patrizia,3415,163,430,64,191,133,it,0
RobertoDB,3415,586,229,22,1,107,it,0
Maurizio Armellin,3414,1335,1069,137,48,150,it,0
Giancarlo Trevisani,3414,1005,1048,27,17,94,it,0
Sil Qtru,3414,549,128,65,0,141,it,0
Alessandro Iudice,3414,902,219,45,0,133,it,0
Giulia Macchietti,3414,1005,55,50,1,192,it,0
gianvito dapri,3414,1528,1013,49,15,185,it,0
elisa luridiana,3413,1560,67,11,8,58,en,0
Eddie Clemenza,3413,904,121,43,9,164,it,0
jemi?,3413,1496,13716,1302,1527,995,it,0
Sara_Cuturi,3413,474,1697,104,21,300,it,0
maria francesca ,3413,1302,1117,45,9,141,it,0
Simone Lando,3412,496,199,32,2,29,it,0
raffaele sarno ,3411,1584,15324,301,15749,2001,it,0
in(meno)pausa,3411,1543,3839,459,252,486,it,0
Alberto Durando,3410,135,859,39,1,218,it,0
catrin.,3410,1383,467,95,326,299,it,0
Syder.Ross,3409,1310,1138,33,27,99,it,0
Luca ,3408,1005,35,12,2,67,it,0
China Tiz,3408,1528,2571,228,126,513,it,0
giovanni viscuso,3407,859,7739,321,61,305,it,0
MissGolightly,3407,80,6662,141,134,222,it,0
Pietro Mondini,3407,1426,1503,31,7,28,it,0
Lucia Cascioli,3405,466,4840,290,58,343,en,0
Jackie Bartoletti,3405,1236,39107,2925,9395,2744,it,0
Stefania Petyx,3405,1470,9425,30425,157,162,it,0
Alessandro Rabiti,3405,948,409,24,167,65,it,0
Laura C.,3405,1390,7760,768,1304,336,it,0
Pamela Rizzo,3405,634,110,56,0,245,it,0
Martinaϟ ‏  ,3404,1229,2854,362,307,342,it,0
pasquale barbaro ,3404,1237,5703,325,119,474,it,0
ChunnyLi,3404,454,54,35,7,120,it,0
Ettore Ortis,3402,1225,239,732,0,1970,it,0
Fabio Fiscaletti,3402,1056,559,108,263,571,it,0
Maria Chiara,3402,967,1236,437,3049,1328,it,0
Anna Cantile,3402,1640,87,19,66,46,it,0
Brigante,3402,781,2085,341,289,454,it,0
✖Gianmarco✖,3402,661,6124,656,939,241,it,0
Federico Piazza,3402,6,141,78,17,170,it,0
Francesco Genova,3401,1227,1479,13,47,25,it,0
Oreste Pi,3401,1045,921,139,99,190,it,0
Denis Salatiello,3400,944,63,27,3,270,it,0
Fran Cesca  Artemide,3400,386,2036,123,2332,189,it,0
Luca Ventrice,3400,1431,1621,254,291,562,it,0
Carlo Mazzocca,3397,796,1549,354,1,214,it,0
Christian Iommi,3397,1240,254,33,53,173,it,0
Domenico ,3396,306,19025,346,20,356,it,0
PeppeTambu,3396,256,449,41,3,163,it,0
Luca Landò,3396,1626,22,78,9,103,it,0
Camilla•22•,3396,552,7999,178,25,404,it,0
Max Malvicini,3395,726,59,6,8,76,it,0
Sofia Gazzotti,3395,1479,1157,168,14,175,it,0
Andrea Ruzza,3394,1563,1455,33,2,85,it,0
Marco Cardone,3394,244,606,46,37,201,it,0
Gianluca Palumbo,3394,326,561,39,2,74,it,0
Serena Ronca,3394,1579,4725,287,197,803,it,0
Matilde Diana,3394,1017,235,43,13,182,it,0
ReaSili,3393,54,145,37,50,206,it,0
Alfy Acidity,3393,810,1013,38,34,151,it,0
Gabriele Cattane,3393,848,78,8,2,72,it,0
giacomo pretto,3393,1538,2277,85,7,152,it,0
Giovanna kimmai,3392,884,511,193,12,362,it,0
Alessandra Beatrice ,3392,267,918,85,149,218,it,0
Nicole Carboni,3391,1088,819,83,40,189,it,0
lory sergio,3391,1583,797,526,277,1449,it,0
andrea pennacchi,3391,1469,1792,209,62,284,it,0
Smila Blomma,3391,1052,763,162,20,266,it,0
carlo ,3390,779,241,35,5,130,it,0
Simone Bevilacqua,3390,1005,197,45,18,89,it,0
Giovanni Arpaia,3390,1194,1229,137,35,137,en,0
Antonio Megalizzi,3389,4,674,79,27,222,it,0
vincenzo di candia,3389,371,24,2,0,50,it,0
Nicholas Vaiarini,3389,1092,2269,699,50,454,it,0
Acqua Bene Comune RE,3389,981,1162,962,95,1999,it,0
carmen berardi,3166,1341,210,27,0,64,it,0
N!cØ,3344,43,237,50,234,108,it,0
salvatore bruno,3038,100,1064,223,113,320,it,0
Enrico Fuzzi,3273,1181,259,65,151,180,it,0
Niccoló Colombini,3388,753,230,5,0,93,it,0
Lorena Virlinzi,3388,260,500,187,17,186,it,0
Giulia Lo Cacciato,3344,888,1263,53,89,128,it,0
Erica Gaita,3388,902,574,40,66,147,it,0
you realbookweb,3388,1389,748,252,8,1532,it,0
gabriele dell'orco,3344,1501,1190,88,43,198,it,0
HEHEHEHE,3387,770,478,23,566,101,it,0
Etrusco,3344,916,3553,155,300,376,it,0
titty canarino,3165,972,475,17,116,17,it,0
Pantaleo Funiati,3037,286,9,6,0,33,it,0
RafRob,3272,1364,120,20,16,126,it,0
Fabiola Bertinotti ,3387,764,534,117,25,153,it,0
Flavio Bacci,3272,646,297,57,0,150,it,0
stefano daniele,3343,482,57,13,0,93,it,0
damia d'amore,3037,897,2716,284,1549,278,it,0
Michele Catucci,3387,305,371,48,0,153,it,0
el putey,3164,359,1771,29,4,228,it,0
Marinella Maggiolo,3343,1431,142,9,2,40,it,0
Giulia,3271,1479,1940,136,124,182,it,0
Federico Civitella,3386,249,1095,50,39,115,it,0
Mariateresa,3037,1657,191,109,246,932,it,0
benedetto colcelli,3271,230,342,51,2,205,it,0
RealBelieber,3271,752,1730,381,218,821,it,0
Marco Calvi,3037,928,3027,190,176,795,it,0
Enrico Lorenzon,3385,1355,1073,87,292,117,it,0
weirdo ,3163,222,576,209,235,480,it,0
kiarastella83,3342,874,2488,98,145,148,it,0
Maurizio Pelachini,3342,1005,380,19,0,30,it,0
mattyorky ,3162,1311,385,39,0,286,it,0
Stefano Calò,3036,902,145,21,1,85,it,0
Pia Sheeran ∞,3270,1122,3797,570,306,576,it,0
barbara cupisti,3341,159,26,50,5,152,it,0
Elena Galazzi,3341,907,1058,94,18,257,it,0
Giulia Nardetti,3036,1037,206,42,35,105,it,0
Enza Maria Saladino,3383,726,622,106,63,203,it,0
Errica Ceppone ,3341,815,460,41,16,183,it,0
Miss Hudson,3269,264,5250,397,2843,666,it,0
giovanni rissone,3341,1188,456,28,1,127,it,0
Matteo Mancarella,3341,634,241,21,8,137,it,0
Enrico Miceli,3341,37,1189,88,48,87,it,0
Antonio Tollis,3160,298,565,35,2,139,it,0
Vanessa ,3382,973,3177,94,7,242,it,0
Luigi Piazza,3341,576,164,24,3,137,it,0
Emilia Buglione,3035,154,112,12,111,38,it,0
Mr. Jisus,3035,1158,33,28,64,168,it,0
~Andrea~,3381,1005,2073,180,465,168,it,0
Veronica Ferrari,3381,897,558,111,8,118,it,0
bed_carpet,3381,1544,8966,504,484,570,it,0
Elena Anna Noventa,3160,1235,521,170,2,455,it,0
Mari Burrascano,3340,1274,123,13,1,129,it,0
Luca Rubino,3380,749,638,215,0,318,it,0
Sul_B,3159,855,216,46,1,47,it,0
Cristian Vecchi,3340,1315,493,34,65,99,it,0
Giulio Collavoli,3380,934,395,33,2,97,it,0
Alessandro Malagoli,3035,980,1424,128,285,472,it,0
Steve Best,3267,186,1178,41,17,94,it,0
Francesca Guardiani,3380,255,5687,390,1046,558,it,0
Vincenzo Altomare,3267,125,85,12,0,28,it,0
dopamina,3339,754,285,55,10,221,it,0
Pietro Giglio,3157,754,221,52,8,353,it,0
Giulia Lamoratta,3338,1440,127,79,18,381,it,0
Let's Rox AnimAzione,3266,1108,45,23,2,65,it,0
Antonella Epifani,3338,1196,752,39,0,113,it,0
Mauro Cappello,3033,558,1308,93,706,157,it,0
Nicola Procaccini,3265,1205,27,152,0,128,it,0
Giulia Rossetto,3377,766,1874,69,306,57,it,0
Federica Zucca,3337,644,486,57,17,170,it,0
Davide Matarese,3155,555,1065,18,198,34,it,0
maria grazia romeo,3265,872,204,13,0,41,it,0
Wesley Jefferson,3376,54,136,42,127,210,it,0
Jack Frost's Hiccup.,3154,18,10749,262,198,259,it,0
jack,3033,229,440,114,1334,69,it,0
Sharal Albarello,3337,56,148,71,1,165,it,0
Mariano Pacileo,3337,795,437,75,47,117,it,0
Leonardo Bertucci,3376,1112,331,1306,46,1281,it,0
roberta franzoni,3376,1411,827,161,452,309,it,0
Elia_,3375,1619,1201,103,5,182,it,0
Crispino Rossi,3336,1205,88,16,0,121,it,0
Pietro La Barbera,3375,738,6378,1531,0,1991,it,0
Nicolò Marcolongo ♈,3375,149,10320,1031,1611,1109,it,0
marco sacchetti,3375,859,114,144,0,178,it,0
Elisa Sala,3336,636,273,99,11,239,it,0
Valentina Dell'Orto,3264,681,611,172,140,362,it,0
alessandro ibba,3374,1006,150,10,1,74,it,0
t.j.hooker,3335,1514,2370,114,388,226,it,0
Andrea Mirò,3335,728,2659,1470,69,162,it,0
Raf Mitico,3151,304,6765,147,1005,283,it,0
antonella- o_O,3151,1493,293,0,134,109,it,0
Marcello Tropea,3373,80,2959,94,4,189,it,0
Palma Grottoli,3373,1486,24901,330,13006,725,it,0
his green eyes.,3372,1593,20023,1812,3807,1846,it,0
Fabio Spinella,3334,1114,1683,323,1,261,es,0
Annalisa Grossi,3150,1017,810,50,95,209,en,0
MinimaMente,3262,49,1028,44,19,81,it,0
Francesco Ferri,3030,735,19,7,42,31,it,0
mich.,3262,144,433,52,36,233,it,0
Twosloths,3372,880,1539,205,36,397,it,0
Lorenzo Ianni,3333,1005,2338,259,383,824,it,0
Ilaria Faladeira,3148,1319,939,114,980,162,it,0
Maria Laura S.,3371,1430,3608,121,40,203,it,0
Alessio Briganti,3030,721,463,56,4,217,it,0
Vania Centesimo,3371,1096,4447,160,3411,167,it,0
Giulio Quadri,3261,1503,279,96,4,1027,it,0
soul_of_jane,3371,1241,145,10,2,23,it,0
Roberto Gerace,3029,1175,59,13,0,59,it,0
ALESSANDRO ALVINO,3333,9,895,129,222,396,it,0
carla casamonti,3029,1445,174,34,1,109,it,0
Marti_iLe,3370,1501,741,295,130,499,it,0
Marco La Scala,3370,73,1581,98,540,1441,it,0
eleonora danzi,3370,1625,2782,66,37,358,it,0
Marianna Piani,3370,726,16343,1503,2793,1998,it,0
Michele Rio,3369,863,107,41,1,237,it,0
D.j.B,3146,1604,612,29,32,142,it,0
Fabio Spazione,3145,1653,352,17,0,244,it,0
Daniele De  Maio,3028,1083,1022,227,755,271,it,0
Luis Burgos,3260,1072,333,21,72,45,es,0
Guya e la frangetta,3259,1192,13035,799,7127,728,it,0
(S)PorcaRossA,3028,331,5235,406,5739,495,it,0
Alessia Bucci,3369,322,249,898,9,1908,it,0
Deianira Zamaro,3331,1523,39,31,4,51,it,0
il ciuffo di zayn=D,3144,741,1293,299,66,435,it,0
roberta,3367,1579,433,39,2,72,it,0
Gi.,3330,803,4061,193,1634,936,it,0
GIANCARLO CAPPELLONI,3330,852,85,3,4,22,it,0
GiordanoP.,3257,1660,1173,670,63,1340,it,0
Pɪʀʀѻ,3141,1084,3411,112,628,121,it,0
Cecilia Battinelli,3329,1579,456,43,6,210,it,0
Marco Abate,3256,413,166,100,1,138,it,0
Nina.1 Di Stefano,3365,970,942,126,71,602,it,0
Fabrizio di Perna,3365,74,563,100,0,378,it,0
Federico Buia,3365,902,1010,91,133,205,it,0
Riccardo Toso,3365,726,1322,144,37,227,it,0
Enrico Annacondia,3027,1351,3103,119,89,280,it,0
Nicola De Gregorio,3026,1337,97,58,70,322,it,0
DailyMartolina,3255,706,98,38,0,114,it,0
Andrea Simbula,3364,1228,479,180,69,785,it,0
Roberta Borelli,3328,562,801,147,85,309,it,0
Andrea Veronesi,3364,681,3046,67,5,94,it,0
Claudia Dg,3255,1558,175,29,5,102,it,0
Stefano Maltagliati,3328,1256,655,32,54,62,it,0
Andrea Magi,3328,66,1095,45,2,52,it,0
Lí,3026,742,1014,345,1820,230,it,0
Gianluigi Riccardo,3363,726,2471,195,71,659,it,0
Xyloto's_Girl,3328,564,3627,227,253,627,it,0
Eleonora Da Col,3328,1219,1544,61,731,160,it,0
K1ng.Cr4zy ★★★,3254,1030,1583,93,73,228,it,0
Cнαnтαl,3254,443,591,152,413,188,it,0
Alessandra Borroni,3253,3,2168,93,757,360,it,0
Giovanni Bartoli,3327,726,1052,171,32,373,it,0
Andrea Arienti,3327,1447,559,181,25,173,it,0
Piergi,3327,230,2943,123,83,148,it,0
Nel Nico we trust,3362,1301,5091,137,148,524,it,0
Pietro,3253,1137,2735,88,1681,70,it,0
Ely,3362,65,255,13,3,167,it,0
nadia albertoni,3252,124,168,58,2,253,it,0
Giovanni Neri,3326,1565,22,14,0,27,it,0
Alessio Giannelli,3326,245,887,19,1,51,it,0
Daniele Bertagna,3252,1158,289,32,83,112,it,0
Andrea Gennaro,3361,1120,606,79,12,364,it,0
Francesco Verzini,3024,694,386,107,6,99,it,0
Marco Andreotti,3326,1030,538,98,29,245,it,0
silvia cenicola,3361,1225,315,25,4,31,it,0
BarbRa Ciardiello,3325,726,729,46,463,288,it,0
Lucia Falcone,3251,1050,575,18,4,100,it,0
Luca 'Keeno' Olivari,3325,1204,7902,281,13,599,it,0
Tom rael Landa,3023,558,575,8,99,43,it,0
Marco M,3325,648,1298,81,117,253,en,0
Flavia Casanova,3360,201,1402,150,244,179,it,0
Marco Ribolla,3325,862,80,39,5,63,en,0
Silvio Nuzzo,3360,427,4359,145,646,269,it,0
Coma,3324,919,80,22,21,69,it,0
Alessia Morabito,3324,979,1148,92,470,540,it,0
giulia laraspata ,3359,480,1464,269,769,992,it,0
Giuseppe D'Anna,3023,1021,665,76,907,274,it,0
Luca Migliorini,3359,371,1669,74,60,166,it,0
Eugenia Iannello,3359,638,162,76,58,179,it,0
Degenerato1984,3249,1203,322,72,0,200,it,0
chiara zanni,3324,370,100,35,3,76,it,0
Charlie,3324,1452,919,15,3,90,de,0
avvelenato1970,3134,48,8382,1000,1562,1842,it,0
Francesco Morrone,3323,653,169,13,3,41,en,0
manuela ,3358,1528,863,243,5,904,it,0
Federico Fanelli,3358,1193,83,58,20,207,it,0
schibi✌,3323,424,958,277,10,403,it,0
Eva,3358,906,7739,541,154,276,it,0
Lucia Marziali,3323,656,1387,55,56,129,it,0
Lavinia Li Calsi,3357,888,500,35,2,105,it,0
Olimpia Clerici,3021,1328,229,32,6,145,it,0
Laura Galassi,3323,299,7,11,0,49,it,0
marina,3021,1325,1788,28,340,97,it,0
 ღ Chanel ღ,3247,560,429,21,8,118,it,0
ErConteMax,3247,673,14,2,0,6,it,0
croce agnello,3132,1334,468,5,1,12,it,0
IlQualunquista,3131,1114,155,45,10,173,it,0
Vetra S. ✘ ✘ ✘,3131,1316,4904,734,29,808,it,0
Andrew,3356,933,3340,120,5,301,it,0
claudia bianchini,3322,807,5436,150,4167,95,it,0
Sebastiano Gabbi,3246,601,211,84,15,402,it,0
FrancescoFioretta,3321,603,2538,199,473,188,en,0
Andrea Farronato,3131,1016,768,63,261,187,it,0
La Marty,3246,228,968,125,325,235,it,0
leonard,3130,11,456,23,0,55,it,0
Giuseppe Quaranta,3130,122,9,67,2,555,it,0
Caterina Cagnan,3130,1249,152,3,0,18,it,0
Rosita,3320,1145,1343,41,5,45,it,0
Ilaria Pitotti,3320,916,1048,314,139,659,it,0
Pierpaolo D'Andrea,3354,635,713,43,0,77,it,0
Federico Bozzanca,3129,682,16,31,1,207,it,0
Ginevra Catalano,3354,569,1041,115,52,206,it,0
@AvrilLavigne,3354,665,20686,1859,1697,1856,it,0
Luca Zurli,3354,1532,4178,169,780,322,it,0
FORUNK,3354,1464,1277,300,0,1019,it,0
Antonio Pinori,3319,1189,573,46,9,109,it,0
claudiasanna81,3128,875,90,10,0,22,es,0
Murrough O'Brien,3128,796,102,25,0,160,it,0
Vale Ricci Perfetti,3319,726,3280,651,1712,912,it,0
elisa provvedi,3353,876,190,12,12,41,it,0
Ale from F.E.Y,3319,1225,147,22,1,38,it,0
Mario GIANNETTA,3017,213,5109,246,469,408,it,0
Ornella Pigati,3016,1110,561,423,302,391,it,0
carlo,3319,1499,140,6,1,104,it,0
Fausto Panunzi,3353,1415,6948,2059,492,371,it,0
Stella,3127,726,726,237,144,816,it,0
Alessandra P.,3353,1223,2228,48,1,164,it,0
Sara Piotti,3016,573,186,40,0,152,en,0
politicafree,3318,1636,3209,1193,12,1987,it,0
Sossio Mazzarella,3242,797,489,276,216,448,it,0
Paolo Bertazzo,3016,938,989,34,1,105,it,0
Loghificio,3352,1004,140,198,12,171,it,0
Andrea Bazzu,3352,844,6720,287,1597,671,it,0
Giulia Brizzi,3352,762,325,139,185,235,it,0
Gabri ®,3352,405,9282,646,811,646,it,0
Matte Granata,3241,1013,68,31,44,95,it,0
giorgio vicentini,3351,549,709,248,12,707,it,0
Orsochefugge,3351,1141,6469,437,2913,606,it,0
Giovanna Beccia,3351,141,1223,70,0,161,it,0
'F=Figa',3317,56,6181,93,353,161,it,0
Il marchese,3014,299,42,1,0,69,it,0
Andrea Falcinelli,3014,924,133,37,28,108,it,0
luigi marcon,3014,281,500,39,5,41,it,0
Mariji Mazz,3316,1537,281,64,25,157,it,0
Filomena Di Gennaro,3238,1006,174,54,5,112,it,0
вoв,3350,28,985,77,295,229,it,0
Nanna.,3238,726,688,49,42,186,it,0
pina,3316,1267,1088,117,12,295,it,0
Rosario Latronico,3013,494,364,32,16,110,it,0
Alfredo Frattaruolo,3013,8,465,24,133,150,it,0
Nicoletta Roselli,3122,700,1302,253,1,608,it,0
Daniele Meanti,3237,257,109,60,12,168,it,0
Paolo Carpini,3315,417,794,105,0,480,it,0
as usual,3236,324,130,30,148,127,it,0
Claudio Catalani,3314,1289,226,40,45,114,it,0
domenico cuppari,3314,1568,1923,1798,37,1876,it,0
Carmelo Bonaciti,3012,902,579,21,2,18,it,0
oswal,3012,312,7074,471,6102,759,it,0
Sara Calanca,3347,753,409,74,0,122,it,0
Luigi Panza,3347,56,877,99,15,715,it,0
enrico colosimo,3234,22,1601,298,876,399,it,0
Grazia Scuderi,3346,375,540,35,51,89,it,0
saso bianchini,3011,1005,632,31,203,99,en,0
Consuelo Bernasconi,3312,1619,118,15,1,71,it,0
sabrinadercole,3346,278,844,149,67,121,it,0
cristina capanna,3234,1620,65,12,0,111,it,0
Salvatore Contino,3346,53,242,27,119,128,it,0
Concetta Guerra,3312,4,1912,34,8,194,it,0
Benevolence,3233,1651,14010,1192,1965,1088,it,0
mariama cisse,3346,1054,98,22,2,119,it,0
Andrea Asta,3346,726,340,64,6,94,it,0
Raffaele Dinelli,3010,1112,30,28,0,88,it,0
Francesco Esposito,3233,484,83,34,5,133,it,0
Crazy Diamond,3116,537,705,1110,287,991,it,0
Antonio Biggio,3311,976,2179,481,287,745,it,0
Pier Gianni Cabras,3232,571,1634,38,34,101,it,0
Gianmarco Vicinelli,3232,162,700,36,9,204,it,0
Martina Marinozzi,3232,827,676,61,169,227,it,0
Michele Lazazzera,3009,493,20,4,2,42,it,0
Erminia v zoppe ,3115,1128,215,54,2,210,it,0
Stanca di guerra,3231,740,1958,142,1247,203,it,0
Carlo Bassi,3008,26,188,204,3,610,it,0
lou.,3114,801,4170,1780,483,1697,it,0
MARTA MOTTOLA,3310,1579,1529,70,490,121,it,0
Sonia Polito,3112,313,462,92,128,627,it,0
StefanoDStefano,3309,1005,16776,410,2338,516,it,0
EeeeeeeehMacarena ,3111,851,5339,253,3872,181,it,0
Marco Zambon,3309,830,320,29,0,31,it,0
Anna Gaudenzi,3308,726,106,45,0,167,it,0
elisa spanish,3111,1130,103,19,0,52,it,0
Seraf Santagati,3111,1606,85,6,42,80,it,0
marcin,3308,1528,166,60,9,284,it,0
robertocassoni,3308,1579,4855,893,102,2000,it,0
Happiness. ☮,3005,177,22,51,0,177,it,0
LetiziaC,3307,220,6573,271,1143,280,it,0
Clara Santoro,3110,641,550,50,22,195,it,0
Jonny Dal Mas,3228,301,619,54,639,93,it,0
francesco messina,3005,417,486,26,1,159,it,0
Mery.V.Piccirillo,3108,797,169,30,21,56,it,0
NeSonoCerta,3226,789,1127,93,42,172,it,0
Desolina,3004,726,5025,190,243,164,it,0
Linda Ferid,3225,605,1726,92,707,97,it,0
Silvia Morosi,3106,1400,1587,312,2,1200,it,0
Anna Palumbo,3003,1536,37,20,4,142,it,0
aka durruti,3003,794,419,21,22,116,it,0
Giorgio Bresciani,3224,1317,360,44,1,102,it,0
Ahmet Erdem Kesici,3224,1594,778,50,6,67,tr,0
Nicolò Cavallini,3224,1202,1153,129,81,156,it,0
Angelo Sivera,3104,152,74,20,0,37,it,0
Giovanni Albanese,3302,84,2551,180,187,637,it,0
Dialoghi da Cane,3003,867,1568,705,489,1249,it,0
Mauro Cardone,3223,847,919,82,264,371,it,0
Miky Paola,3302,1005,3412,10116,198,246,it,0
Luciana Brentegani,3301,1570,325,175,2,149,it,0
Drago Enzo,3223,84,9717,546,1543,646,it,0
LuzPagoda,3103,1015,1367,404,2,1015,it,0
Davide Silvestri,3300,442,682,39,12,124,it,0
Valeria Lago,3300,726,2576,63,448,83,it,0
Elenaxel,3102,726,1288,241,94,663,it,0
Michele Tais,3222,1106,73,7,1,18,it,0
your curls,3001,1468,4898,1498,670,1478,it,0
Prince Nìkò,3221,954,113,104,0,369,it,0
Daniela Spina,3299,160,2492,490,17,567,it,0
federicodivita,3100,281,2711,160,1128,292,it,0
Misantropia  ,3001,1011,1105,422,1015,463,it,0
Ranieri Privitera,3001,1129,228,23,258,85,it,0
Uccio Marturano,3100,1415,106,3,0,10,it,0
Stefano Bosso,3001,573,56,62,1,414,it,0
P!nk Lover,3099,564,6016,430,795,503,it,0
Robi Pecoraro,3000,1085,247,314,94,278,it,0
Silvia Masini,3099,1005,370,69,42,143,it,0
Maurizio Annovati,3297,847,68,56,10,533,it,0
Eleonora Salvian,3098,1240,114,47,11,87,it,0
sonoio,3219,646,1396,50,5,341,it,0
Stefania Nocera,3000,410,154,19,17,120,it,0
Roma fa schifo,3218,1005,5507,1945,1,195,it,0
Silvio Chiapusso,3218,144,4112,1113,5155,1304,it,0
Desiree Cosentino,3296,490,120,24,16,83,it,0
Anna Spena,3295,1039,421,104,20,187,it,0
Giulia Cordaro,3096,925,116,52,4,201,it,0
Marco Blengino,3096,319,389,164,169,522,it,0
Roberta Leone,3295,564,1033,181,6,279,it,0
Marcello Colaiezzi,3216,1051,574,112,39,359,it,0
Luca Macchi,3096,1560,683,67,187,440,es,0
Cristian Prati,3216,528,897,17,0,90,it,0
giusy lazzara,3295,1557,1219,80,52,169,it,0
Giuseppe Macrì,3294,708,87,195,11,335,it,0
Giulia Handschin,3216,144,862,127,405,266,it,0
Matteo,3215,1222,1393,29,31,100,it,0
Sabrina Sposito,3215,153,292,90,62,176,it,0
Francesco Binaghi,2997,55,29,6,0,48,it,0
ligabue. (limit),3293,11,32109,1617,6836,1993,it,0
LorenzoDolcetti,2997,1083,31,9,1,22,it,0
Peppe Lo Scomodo,2997,101,465,13,37,36,it,0
Gabriele Ascione,3292,1198,11258,285,3274,512,it,0
Simone De Vivo,2996,797,185,101,22,133,it,0
Greta Merla,3214,166,296,41,5,105,it,0
Comunico,3092,1005,609,71,38,322,it,0
Why Ignorant,3092,165,7122,564,169,705,it,0
NeverSayNoToℒarry,3092,798,2069,188,1095,725,it,0
Bruschi Gino,3291,1227,1242,717,370,1092,it,0
Stefano Pizzuto,3092,424,790,69,75,220,it,0
Roberto Gazzola,3291,891,1906,381,30,1428,it,0
Franz Rigatti,3091,1027,165,132,26,50,it,0
Giulia Todaro,2995,1558,171,50,100,266,it,0
Luca Dellavalle,3212,1225,178,48,6,157,it,0
Gilda Morelli,2995,797,503,546,1,1224,it,0
Manuel Fiorini,2995,1396,54,28,0,126,it,0
Marzia Grigoli,2994,1130,103,88,109,229,it,0
Sonia Aiello,2994,966,48,12,1,66,it,0
Francesca Di Dio,3089,1309,17,0,0,35,it,0
GRX,3288,1078,1651,16,5,55,it,0
AnnA*,3088,797,6897,766,4131,776,it,0
Dario Barbero,3209,1514,967,78,130,142,it,0
Chrysalis. . . ♥日本,3088,134,812,466,169,911,it,0
Ulderico Ciancarelli,3087,1304,1391,50,104,144,it,0
Maya Marchioni,2993,1005,45,153,1,36,it,0
S.,2992,980,621,54,94,109,it,0
Blanche Zelo,3086,1530,1112,87,63,222,it,0
I'm a weirdo.,3207,238,1371,32,21,143,it,0
Marco Menegatti,3086,753,440,98,2,770,it,0
PicciDa,3285,227,745,195,2,554,it,0
Francesco Barbieri,2991,1610,789,32,58,68,it,0
Giò Longhi,3206,729,62,10,1,58,it,0
Silvia Parisi,3206,1005,189,26,8,91,it,0
Enrico Cuncu,3206,219,2227,158,331,628,it,0
Toty Terranova,3084,1521,1124,166,91,1440,it,0
Sabrina Maio,3205,994,323,67,0,319,it,0
corallina,3283,707,2414,109,67,327,it,0
thuglife_navy,3204,410,439,49,64,91,it,0
giamba lo pinzino,3203,1486,147,21,0,90,it,0
jessica banzai,3082,1106,672,173,170,412,it,0
iaiaz,3203,179,1680,110,851,190,it,0
Dilia Berto,3281,319,45,15,0,84,it,0
massimiliano saccocc,2989,1294,18,8,0,80,it,0
Arianna Capulli,3281,1005,4198,319,2720,298,it,0
Michele Varalda,3280,1638,51,33,1,96,it,0
michele tesoro,3280,61,21,12,0,106,it,0
Simona Gigio,3279,564,4900,171,272,371,it,0
Angela Pantano,3278,334,762,71,78,280,it,0
Millaloi,3278,1182,298,37,714,96,it,0
Widad Azzaz,2987,367,190,76,8,198,it,0
Antonio Carpinteri,3277,1368,1138,65,2,115,it,0
Claudia Pellegrino,3198,312,1373,68,86,84,it,0
No-mignolo,3277,741,825,93,10,185,it,0
Voglio Restare,3078,757,571,859,28,280,it,0
C.Marco A.,3197,888,948,35,201,332,it,0
ChANTYâ™£,3277,702,19396,915,234,638,it,0
Anna Bisceglia,3277,1428,882,147,46,296,it,0
Tiozzo Massimiliano,3276,604,376,86,0,161,it,0
Jo Bessone,3275,1071,7076,386,11277,736,it,0
Antonino Bonanno,2985,1588,1315,71,83,107,it,0
"Green Day, Everyday.",3195,854,3203,694,375,886,it,0
Corina Magno,2984,1373,276,47,19,188,it,0
*B¡N¥*,3194,1492,18470,444,5848,329,it,0
Alberto Bettiol,3194,253,106,230,49,174,it,0
Giusy,3193,1418,121,175,16,1187,it,0
